NEVO-versie/Nevo-version|NEVO-code|Voedingsmiddelnaam|Food name|Ingr_NEVO-code|Ingr_Voedingsmiddel|Ingr_Food|Ingr_relatieve_hoeveelheid/Ingr_relative_amount
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|638|Worst cervelaat-|Salami sausage saveloy|8,0
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|810|Filet americain|Beef steak tartare spiced filet americain|8,0
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2654|Kipfilet (vleeswaar)|Chicken (processed meat product)|5,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1152|Worst salami|Salami|5,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|567|Worst boterham-|Sausage luncheon meat|5,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|566|Worst knak- blik/glas|Sausage frankfurter tinned|4,0
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1162|Worst gekookte|Sausage cooked|3,4
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1239|Worst smeerlever-|Liver pate sausage|3,2
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|640|Worst lever-|Liver sausage|2,9
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1155|Gehakt gebraden (vleeswaar)|Meatloaf (processed meat product)|2,7
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|642|Pate room-|Pate|2,4
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|328|Ham rauwe|Ham smoked raw|2,4
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1545|Runderrosbief bereid|Beef roast prepared|2,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1776|Ham achter- gegrild|Ham lean grilled|2,0
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|639|Spek ontbijt-|Bacon rasher streaky|1,9
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|340|Runderrookvlees|Beef smoke-dried|1,8
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2997|Worst grill-|Sausage grill|1,7
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|335|Pastei lever-|Liver pate|1,5
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|785|Ham schouder-|Ham shoulder medium fat boiled|13,0
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1771|Leverkaas/Berliner leverworst|Liver pate/Berliner liver sausage|1,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|319|Cornedbeef|Corned beef|1,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1777|Ham been-|Gammon boiled deboned|1,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2768|Worst ossen-|Sausage raw beef|1,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|784|Ham achter-|Ham lean boiled|10,0
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|783|Worst paling-|Sausage w smoked bacon-bits|0,7
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|643|Casselerrib gerookt/gekookt|Pork side cured and smoked|0,7
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|336|Luncheon meat blik|Luncheon meat tinned|0,7
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|3002|Spek katen-|Bacon smoked Katenspek|0,6
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|641|Bacon|Bacon|0,6
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|3001|Kalkoenfilet (vleeswaar)|Turkey (processed meat product)|0,6
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1773|Zult zure|Brawn, pork pickled in vinegar|0,6
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|334|Lever varkens- gekookt (vleeswaar)|Liver pork boiled (processed meat product)|0,5
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1772|Varkensfricandeau gebraden (vleeswaar)|Pork fricandeau fried (processed meat product)|0,5
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2304|Worst cervelaat- magere|Salami sausage saveloy lean|0,4
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2996|Worst Chorizo|Sausage Chorizo|0,4
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|3003|Worst knak- runder blik/glas|Sausage beef frankfurter type tinned|0,4
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|338|Pekelvlees|Beef salted cooked|0,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|568|Worst bloed-|Black pudding|0,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2836|Worst grill- m kaas|Sausage grill w cheese|0,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1774|Worst tongen-|Sausage tongue|0,3
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2302|Worst knak- magere blik/glas|Sausage frankfurter lean tinned|0,2
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|782|Worst thee-|Sausage spiced and smoked|0,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1572|Kalfsfricandeau bereid|Veal fricandeau prepared|0,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|333|Lever runder- gekookt (vleeswaar)|Liver ox boiled (processed meat product)|0,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|2303|Worst gekookte magere|Sausage cooked lean|0,1
NEVO-Online 2021 7.0|344|Vleeswaren gem|Processed meat products av|1238|Worst lever- hausmacher|Liver sausage coarse hausmacher|0,1
NEVO-Online 2021 7.0|382|Advocaat|Advocaat liqueur|391|Brandewijn|Brandy|41,2
NEVO-Online 2021 7.0|382|Advocaat|Advocaat liqueur|83|Ei kippen- rauw gem|Egg whole chicken av raw|35,3
NEVO-Online 2021 7.0|382|Advocaat|Advocaat liqueur|377|Suiker kristal-|Sugar granulated|23,5
NEVO-Online 2021 7.0|434|Boter chocolade-|Chocolate butter|1885|Water gem|Water av|8,2
NEVO-Online 2021 7.0|434|Boter chocolade-|Chocolate butter|430|Cacaopoeder|Cocoa powder|7,1
NEVO-Online 2021 7.0|434|Boter chocolade-|Chocolate butter|226|Meel aardappelzetmeel|Starch, potato|7,1
NEVO-Online 2021 7.0|434|Boter chocolade-|Chocolate butter|377|Suiker kristal-|Sugar granulated|46,9
NEVO-Online 2021 7.0|434|Boter chocolade-|Chocolate butter|317|Olie zonnebloem-|Oil sunflower seed|16,3
NEVO-Online 2021 7.0|434|Boter chocolade-|Chocolate butter|3451|Olie palm-|Oil palm|14,3
NEVO-Online 2021 7.0|455|Pindakaas|Peanut butter|204|Pinda's ongezouten|Peanuts unsalted|84,5
NEVO-Online 2021 7.0|455|Pindakaas|Peanut butter|308|Olie arachide-|Oil peanut|14,9
NEVO-Online 2021 7.0|455|Pindakaas|Peanut butter|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,6
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|1962|Hagelslag chocolade- melk|Chocolate sprinkles milk|6,8
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|2657|Pasta duo- m chocolade|Spread duo w chocolate|6,1
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|442|Hagelslag vruchten-|Coloured sprinkles fruit-flavoured|5,8
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|443|Honing|Honey|4,4
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|2656|Hagelslag chocolade- mix wit en puur|Chocolate sprinkles mix white and dark|3,8
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|445|Jam|Jam|27,1
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|444|Pasta chocolade- puur|Spread chocolate dark|2,6
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|433|Vlokken chocolade- melk|Chocolate flakes milk|2,6
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|374|Suiker basterd- bruine|Sugar castor brown|2,0
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|436|Pasta chocolade- hazelnoot|Spread chocolate hazelnut|13,4
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|435|Vlokken chocolade- puur|Chocolate flakes dark|1,1
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|1963|Hagelslag chocolade- puur|Chocolate sprinkles dark|10,6
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|427|Stroop appel-|Syrup apple|10,5
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|2489|Pasta speculoos-|Spread speculaas flavoured|0,7
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|449|Kokosbrood|Coconut bread sweetened sliced|0,6
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|457|Jam rozenbottel- m vit C|Jam rose hip w vit C|0,5
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|381|Stroop suiker-|Syrup sugar|0,5
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|2930|Pasta chocolade- wit|Chocolate spread white|0,4
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|2424|Hagelslag chocolade- wit|Chocolate sprinkles white|0,3
NEVO-Online 2021 7.0|464|Broodbeleg zoet gem|Spread sweet averaged|375|Suiker basterd- witte|Sugar castor white|0,2
NEVO-Online 2021 7.0|467|Pannenkoek bereid m marg|Pannenkoek bereid m marg|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|6,3
NEVO-Online 2021 7.0|467|Pannenkoek bereid m marg|Pannenkoek bereid m marg|286|Melk halfvolle|Milk semi-skimmed|57,0
NEVO-Online 2021 7.0|467|Pannenkoek bereid m marg|Pannenkoek bereid m marg|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|5,1
NEVO-Online 2021 7.0|467|Pannenkoek bereid m marg|Pannenkoek bereid m marg|1020|Meel bak- zelfrijzend|Flour wheat self-raising|31,6
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|1885|Water gem|Water av|8,7
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|377|Suiker kristal-|Sugar granulated|4,4
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|279|Melk volle|Milk whole|43,5
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|86|Eidooier kippen- gekookt|Egg yolk chicken boiled|3,9
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|220|Bloem tarwe- patent|Flour wheat white|21,8
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|17,4
NEVO-Online 2021 7.0|468|Tompouce|Cream slice Dutch Tompouce|841|Zout m toegevoegd jodium|Salt fortified w iodine|0,3
NEVO-Online 2021 7.0|469|Babi pangang z rijst|Pork Chinese style Babi pangang wo rice|1803|Saus oosterse kant-en-klaar glas/zak|Sauce oriental ready-made in jar/bag|50,1
NEVO-Online 2021 7.0|469|Babi pangang z rijst|Pork Chinese style Babi pangang wo rice|1430|Varkensschouderlappen rauw|Pork shoulder raw|45,6
NEVO-Online 2021 7.0|469|Babi pangang z rijst|Pork Chinese style Babi pangang wo rice|5041|Olie plantaardig gem|Oil vegetable av|4,3
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|37|Prei gekookt|Leek boiled|5,7
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|785|Ham schouder-|Ham shoulder medium fat boiled|5,4
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|951|Bonen sperzie- gekookt|Beans French boiled|4,6
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|59|Tauge gekookt|Bean sprouts boiled|4,4
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|70|Kool witte gekookt|Cabbage white cooked|4,3
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|659|Pasta witte gem gekookt|Pasta white av boiled|40,9
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|22|Kool Chinese gekookt|Cabbage Chinese boiled|3,3
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|313|Olie soja-|Oil soy|2,5
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|1215|Ketjap zoet|Soy sauce sweet|1,5
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|3024|Varkenspoulet rauw|Pork stewing meat raw|13,6
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|64|Ui gekookt|Onions boiled|12,3
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|1235|Selderij blad- vers|Celery leaves fresh|1,1
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|1127|Sap citroen- vers|Juice lemon fresh|0,3
NEVO-Online 2021 7.0|470|Bami goreng z ei|Chinese noodle dish Bami goreng wo egg|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,2
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|20|Champignon gekookt|Mushroom boiled|7,2
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|1418|Varkensfiletlappen rauw|Pork fillet raw|6,6
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|1634|Kipfilet rauw|Chicken fillet raw|6,6
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|59|Tauge gekookt|Bean sprouts boiled|4,0
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|2743|Paprika gekookt gem|Sweet pepper av boiled|3,9
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|5041|Olie plantaardig gem|Oil vegetable av|2,9
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|1885|Water gem|Water av|26,2
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|1213|Ketjap zout|Soy sauce salt|2,1
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|72|Wortel gekookt gem|Carrot boiled av|14,1
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|28|Komkommer gekookt|Cucumber boiled|14,1
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|37|Prei gekookt|Leek boiled|11,4
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|226|Meel aardappelzetmeel|Starch, potato|0,6
NEVO-Online 2021 7.0|472|Tjap tjoi z rijst|Chop-suey Indonesian wo rice|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,3
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|1524|Saus tomaten- kant-en-klaar glas|Sauce tomato ready made jar|54,9
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|2729|Wortel winterpeen gekookt|Carrot winter boiled|3,9
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|29,4
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|37|Prei gekookt|Leek boiled|2,0
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|64|Ui gekookt|Onions boiled|2,0
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|1187|Bamboespruiten blik/glas|Bamboo shoots tinned|1,9
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|20|Champignon gekookt|Mushroom boiled|1,9
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|953|Doperwten diepvries gekookt|Peas frozen boiled|1,9
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|5041|Olie plantaardig gem|Oil vegetable av|1,8
NEVO-Online 2021 7.0|473|Foe yong hai z rijst|Foe jung hai filled omelet wo rice|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,3
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|317|Olie zonnebloem-|Oil sunflower seed|7,5
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|185|Krenten gedroogd|Currants dried|7,2
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|33|Rozijnen gedroogd|Raisins dried|7,2
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|220|Bloem tarwe- patent|Flour wheat white|36,0
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|286|Melk halfvolle|Milk semi-skimmed|36,0
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|3,6
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|950|Gist vers|Yeast fresh|1,9
NEVO-Online 2021 7.0|474|Oliebol gevuld m krenten en rozijnen|Doughnut Dutch style filled w currants and raisins|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,7
NEVO-Online 2021 7.0|486|Vlaai vruchten-|Flan w fruit filling|375|Suiker basterd- witte|Sugar castor white|6,5
NEVO-Online 2021 7.0|486|Vlaai vruchten-|Flan w fruit filling|1917|Vlaaibodem Limburgse|Flan bottom Limburg|30,6
NEVO-Online 2021 7.0|486|Vlaai vruchten-|Flan w fruit filling|149|Abrikozen m schil|Apricots w skin|15,7
NEVO-Online 2021 7.0|486|Vlaai vruchten-|Flan w fruit filling|147|Appel z schil gem|Apple wo skin av|15,7
NEVO-Online 2021 7.0|486|Vlaai vruchten-|Flan w fruit filling|163|Kersen|Cherries|15,7
NEVO-Online 2021 7.0|486|Vlaai vruchten-|Flan w fruit filling|170|Pruimen m schil|Plums w skin|15,7
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|84|Ei kippen- gekookt gem|Egg whole chicken av boiled|5,9
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|5|Rijst witte rauw|Rice white raw|5,9
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|286|Melk halfvolle|Milk semi-skimmed|46,9
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|2063|Margarine 80% vet >24 g verz vetz gezouten|Margarine 80% fat >24 g sat fa salted|3,5
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|377|Suiker kristal-|Sugar granulated|3,5
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|1917|Vlaaibodem Limburgse|Flan bottom Limburg|34,2
NEVO-Online 2021 7.0|489|Vlaai rijste-|Flan filled w rice pudding|841|Zout m toegevoegd jodium|Salt fortified w iodine|0,1
NEVO-Online 2021 7.0|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|2757|Kaas Goudse 48+ jong belegen|Cheese Gouda 48+ age 8 wk-4 mths|38,5
NEVO-Online 2021 7.0|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|2758|Kaas Goudse 48+ belegen|Cheese Gouda 48+ age 4-7 mths|26,0
NEVO-Online 2021 7.0|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|2756|Kaas Goudse 48+ jong|Cheese Gouda 48+ age 4-8 weeks|25,0
NEVO-Online 2021 7.0|513|Kaas Goudse 48+ gem|Cheese Gouda 48+ av|2759|Kaas Goudse 48+ oud|Cheese Gouda 48+ age 10-12 mths|10,4
NEVO-Online 2021 7.0|532|Pudding chocolade-|Blancmange chocolate|377|Suiker kristal-|Sugar granulated|9,7
NEVO-Online 2021 7.0|532|Pudding chocolade-|Blancmange chocolate|286|Melk halfvolle|Milk semi-skimmed|80,2
NEVO-Online 2021 7.0|532|Pudding chocolade-|Blancmange chocolate|215|Maizena|Cornstarch|6,2
NEVO-Online 2021 7.0|532|Pudding chocolade-|Blancmange chocolate|430|Cacaopoeder|Cocoa powder|3,9
NEVO-Online 2021 7.0|570|Candybar Nuts|Candybar Nuts|487|Candybar Mars|Candybar Mars|89,0
NEVO-Online 2021 7.0|570|Candybar Nuts|Candybar Nuts|200|Noten hazel- ongezouten|Hazelnuts unsalted|11,0
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|377|Suiker kristal-|Sugar granulated|6,7
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|458|Saus sla- 25% olie|Salad cream 25% oil|50,9
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|134|Doperwten middelfijn blik/glas|Peas medium fine tinned|4,4
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|319|Cornedbeef|Corned beef|4,4
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|144|Ui zilver- zoetzuur glas|Silver-skin onion sweet pickled glass|4,4
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|132|Augurk zoetzuur|Gherkins sweet pickled|17,8
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|72|Wortel gekookt gem|Carrot boiled av|11,1
NEVO-Online 2021 7.0|577|Salade huzaren-|Salad Russian|2819|Zout z toegevoegd jodium|Salt not fortified w iodine|0,2
NEVO-Online 2021 7.0|605|Krentjebrij Bessola|Porridge non-dairy barley w raisins Bessola|377|Suiker kristal-|Sugar granulated|9,5
NEVO-Online 2021 7.0|605|Krentjebrij Bessola|Porridge non-dairy barley w raisins Bessola|185|Krenten gedroogd|Currants dried|6,3
NEVO-Online 2021 7.0|605|Krentjebrij Bessola|Porridge non-dairy barley w raisins Bessola|33|Rozijnen gedroogd|Raisins dried|6,3
NEVO-Online 2021 7.0|605|Krentjebrij Bessola|Porridge non-dairy barley w raisins Bessola|1885|Water gem|Water av|52,6
NEVO-Online 2021 7.0|605|Krentjebrij Bessola|Porridge non-dairy barley w raisins Bessola|212|Gort parel- rauw|Barley pearl raw|4,2
NEVO-Online 2021 7.0|605|Krentjebrij Bessola|Porridge non-dairy barley w raisins Bessola|388|Sap rode bessen-|Juice redcurrant|21,1
NEVO-Online 2021 7.0|616|Saus sate- kant-en-klaar bereid|Peanut sauce ready to eat|377|Suiker kristal-|Sugar granulated|9,8
NEVO-Online 2021 7.0|616|Saus sate- kant-en-klaar bereid|Peanut sauce ready to eat|455|Pindakaas|Peanut butter|49,0
NEVO-Online 2021 7.0|616|Saus sate- kant-en-klaar bereid|Peanut sauce ready to eat|1885|Water gem|Water av|39,2
NEVO-Online 2021 7.0|616|Saus sate- kant-en-klaar bereid|Peanut sauce ready to eat|429|Bouillonblokje|Stock cube|2,0
